$Ascii:UWI 02_97-DD-1X,Lam Son JOC,,,
.	.	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Zoneset_Zone_BB	
UWI	Depth   Azimuth Derivation	DTCO3   DTSH5	East	ECGR	HAZI	HCAL	HDEVI	North	R	RHOZ	RLA1	RLA2	RLA3	RLA4	RLA5	RT_HRLT	RXOZ	TNPH	TVD	TVDSS	X	Y	Zoneset_Zone_BB
.	M	.	.	US/F	US/F	.	GAPI	Deg	IN	Deg	.	.	G/C3	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	V/V	.	.	.	.	.	
null	1684.6296	310.1	0.85	103.6568	224.5208	-5.9222	135.0751	310.1	12.9811	0.85	-4.3547	7.3509	2.3509	0.5885	0.6043	0.6135	0.609	0.5733	0.5942	0.414	0.3281	1684.5427	1684.5427	-5.9222	-4.3547	.	
null	1684.782	310.1	0.85	103.2578	226.0693	-5.9239	148.8215	310.1	12.7987	0.85	-4.3532	7.3514	2.4145	0.808	0.823	0.8304	0.8299	0.789	0.804	0.5329	0.326	1684.6951	1684.6951	-5.9239	-4.3532	.	
null	1684.9344	310.1	0.85	102.557	226.3875	-5.9256	159.693	310.1	12.4754	0.85	-4.3518	7.3519	2.4345	1.5601	1.4973	1.4955	1.5005	1.428	1.4028	0.9206	0.3284	1684.8474	1684.8474	-5.9256	-4.3518	.	
null	1685.0868	310.1	0.85	104.3822	225.8531	-5.9274	171.3075	310.1	12.3736	0.85	-4.3503	7.3525	2.4395	1.836	1.7582	1.7476	1.754	1.6784	1.6676	1.1381	0.3301	1684.9998	1684.9998	-5.9274	-4.3503	.	
null	1685.2392	310.1	0.85	101.3905	223.5125	-5.9291	171.817	310.1	12.4718	0.85	-4.3489	7.353	2.4254	1.8815	1.6979	1.7294	1.7365	1.6743	1.6846	0.9555	0.3301	1685.1522	1685.1522	-5.9291	-4.3489	.	
null	1685.3916	310.1	0.85	100.3462	213.2467	-5.9308	170.1675	310.1	12.563	0.85	-4.3474	7.3535	2.4483	1.9113	1.7485	1.6913	1.7284	1.6732	1.6231	0.9743	0.3346	1685.3046	1685.3046	-5.9308	-4.3474	.	
null	1685.544	310.1	0.85	100.3462	212.8235	-5.9325	164.6526	310.1	13.0945	0.85	-4.3459	7.3541	2.4668	2.1524	2.2145	2.0978	2.157	2.097	2.118	1.2946	0.3251	1685.457	1685.457	-5.9325	-4.3459	.	
null	1685.6964	310.1	0.85	97.6059	208.3077	-5.9343	155.2952	310.1	12.493	0.85	-4.3445	7.3546	2.4807	2.2551	2.6615	2.4736	2.5405	2.4733	2.3858	2.2015	0.2945	1685.6094	1685.6094	-5.9343	-4.3445	.	
null	1685.8488	310.1	0.85	96.5689	208.3077	-5.936	147.9367	310.1	12.5186	0.85	-4.343	7.3551	2.4868	2.1896	2.7615	2.4602	2.5268	2.4617	2.285	2.2957	0.2732	1685.7617	1685.7617	-5.936	-4.343	.	
null	1686.0012	310.1	0.85	95.1971	197.3667	-5.9377	142.5507	310.1	12.5394	0.85	-4.3416	7.3557	2.4806	2.1042	2.5557	2.3778	2.4675	2.4272	2.3666	2.2494	0.2605	1685.9141	1685.9141	-5.9377	-4.3416	.	
null	1686.1536	310.1	0.85	94.0807	193.9162	-5.9395	141.6066	310.1	12.5691	0.85	-4.3401	7.3562	2.4602	2.0566	2.4473	2.3656	2.4554	2.4211	2.4493	2.4084	0.2617	1686.0665	1686.0665	-5.9395	-4.3401	.	
null	1686.306	310.1	0.85	93.7676	193.7759	-5.9412	137.4299	310.1	12.6222	0.85	-4.3387	7.3567	2.4205	1.7884	1.9218	1.9106	1.9901	1.9928	2.0564	1.3865	0.2574	1686.2189	1686.2189	-5.9412	-4.3387	.	
null	1686.4584	310.1	0.85	93.5415	192.2409	-5.9429	135.8209	310.1	12.7424	0.85	-4.3372	7.3573	2.3759	1.2237	1.1276	1.1082	1.1383	1.1028	1.1024	0.9162	0.262	1686.3713	1686.3713	-5.9429	-4.3372	.	
null	1686.6108	310.1	0.85	94.0943	192.2129	-5.9446	132.0272	310.1	12.8657	0.85	-4.3357	7.3578	2.3492	1.1927	1.1397	1.1194	1.1506	1.1122	1.1173	0.77	0.2748	1686.5236	1686.5236	-5.9446	-4.3357	.	
null	1686.7632	310.1	0.85	94.4868	192.4118	-5.9464	136.8644	310.1	12.8939	0.85	-4.3343	7.3584	2.3263	1.1608	1.1202	1.1035	1.1332	1.0919	1.1004	0.7335	0.3015	1686.676	1686.676	-5.9464	-4.3343	.	
null	1686.9156	310.1	0.85	95.2068	195.9901	-5.9481	130.8459	310.1	12.886	0.85	-4.3328	7.3589	2.3098	1.0808	1.0606	1.0339	1.0524	1.0053	1.0006	0.7371	0.3027	1686.8284	1686.8284	-5.9481	-4.3328	.	
null	1687.068	310.1	0.85	96.2354	195.9901	-5.9498	129.2096	310.1	12.9122	0.85	-4.3314	7.3594	2.2939	1.1041	1.1323	1.1165	1.1322	1.0731	1.1069	0.6629	0.3176	1686.9808	1686.9808	-5.9498	-4.3314	.	
null	1687.2204	310.1	0.85	97.3508	197.9758	-5.9516	123.5189	310.1	12.9061	0.85	-4.3299	7.36	2.2803	1.0888	1.1369	1.1403	1.1537	1.0919	1.1288	0.7854	0.2898	1687.1332	1687.1332	-5.9516	-4.3299	.	
null	1687.3728	310.1	0.85	97.9053	200.0074	-5.9533	125.4496	310.1	12.9165	0.85	-4.3285	7.3605	2.2687	1.0819	1.1504	1.1899	1.2052	1.1382	1.1688	0.7629	0.2829	1687.2856	1687.2856	-5.9533	-4.3285	.	
null	1687.5252	310.1	0.85	98.3278	201.189	-5.955	123.8574	310.1	12.8942	0.85	-4.327	7.3611	2.2563	1.0476	1.1307	1.2167	1.2399	1.1703	1.2299	0.7882	0.2751	1687.438	1687.438	-5.955	-4.327	.	
null	1687.6776	310.1	0.85	99.1567	201.4096	-5.9568	125.0462	310.1	12.8587	0.85	-4.3256	7.3616	2.254	1.0321	1.1213	1.2249	1.2634	1.1975	1.3072	0.6548	0.2918	1687.5903	1687.5903	-5.9568	-4.3256	.	
null	1687.83	310.1	0.85	99.1903	201.6964	-5.9585	123.432	310.1	12.7355	0.85	-4.3241	7.3622	2.2587	1.012	1.111	1.2188	1.2759	1.2107	1.3661	0.6493	0.3082	1687.7427	1687.7427	-5.9585	-4.3241	.	
null	1687.9824	310.1	0.85	99.7774	202.0153	-5.9602	121.4706	310.1	12.6879	0.85	-4.3226	7.3627	2.2631	0.9957	1.0962	1.1876	1.2578	1.198	1.3202	0.6117	0.3176	1687.8951	1687.8951	-5.9602	-4.3226	.	
null	1688.1348	310.1	0.85	99.7774	202.3683	-5.9619	121.0054	310.1	12.6778	0.85	-4.3212	7.3632	2.2692	0.9931	1.1034	1.1869	1.2591	1.2066	1.3468	0.6343	0.3217	1688.0475	1688.0475	-5.9619	-4.3212	.	
null	1688.2872	308.1102	0.85	99.4574	202.3142	-5.9637	121.0808	308.1102	12.6524	0.85	-4.3198	7.3638	2.2631	1.0321	1.1075	1.1798	1.2462	1.2015	1.3195	0.6258	0.3148	1688.1999	1688.1999	-5.9637	-4.3198	.	
null	1688.4396	306.41	0.85	97.7973	201.6455	-5.9655	117.7258	306.41	12.6599	0.85	-4.3184	7.3645	2.2662	1.0236	1.0567	1.112	1.1698	1.1363	1.193	0.6234	0.307	1688.3522	1688.3522	-5.9655	-4.3184	.	
null	1688.592	306.41	0.85	96.1328	200.7287	-5.9673	112.7564	306.41	12.6788	0.85	-4.317	7.3652	2.2812	0.9878	1.0149	1.0492	1.1054	1.0804	1.1153	0.6008	0.3007	1688.5046	1688.5046	-5.9673	-4.317	.	
null	1688.7444	306.41	0.85	95.3906	198.5546	-5.9691	112.5512	306.41	12.6569	0.85	-4.3157	7.3659	2.3106	1.007	1.0253	1.0545	1.1098	1.0885	1.1099	0.6564	0.2804	1688.657	1688.657	-5.9691	-4.3157	.	
null	1688.8968	306.41	0.85	93.8648	196.1462	-5.971	116.4909	306.41	12.6289	0.85	-4.3144	7.3665	2.3234	1.1869	1.1878	1.2393	1.3146	1.2917	1.3293	0.815	0.2725	1688.8094	1688.8094	-5.971	-4.3144	.	
null	1689.0492	306.41	0.85	91.182	191.3476	-5.9728	116.7287	306.41	12.4159	0.85	-4.313	7.3672	2.3202	1.3508	1.3394	1.4256	1.4899	1.495	1.5676	0.763	0.2854	1688.9618	1688.9618	-5.9728	-4.313	.	
null	1689.2016	306.41	0.85	91.0073	186.898	-5.9746	120.2768	306.41	12.318	0.85	-4.3117	7.3679	2.3232	1.0689	1.0226	1.0779	1.1305	1.1303	1.1319	0.7269	0.3048	1689.1142	1689.1142	-5.9746	-4.3117	.	
null	1689.354	306.41	0.85	91.105	186.0793	-5.9764	119.2664	306.41	12.3007	0.85	-4.3103	7.3686	2.3562	1.0703	1.0474	1.0961	1.1514	1.1563	1.1735	0.716	0.288	1689.2665	1689.2665	-5.9764	-4.3103	.	
null	1689.5064	306.41	0.85	91.8937	186.0793	-5.9782	119.272	306.41	12.2837	0.85	-4.309	7.3693	2.376	1.4657	1.4265	1.5108	1.6047	1.628	1.701	1.1382	0.2543	1689.4189	1689.4189	-5.9782	-4.309	.	
null	1689.6588	306.41	0.85	91.7848	187.071	-5.98	112.689	306.41	12.3271	0.85	-4.3077	7.37	2.3509	1.441	1.4975	1.5927	1.685	1.733	1.9166	0.8829	0.2501	1689.5713	1689.5713	-5.98	-4.3077	.	
null	1689.8112	306.41	0.85	92.17	187.7073	-5.9819	113.13	306.41	12.4703	0.85	-4.3063	7.3707	2.2893	0.9945	0.9961	1.0495	1.1008	1.1233	1.1922	0.626	0.2621	1689.7237	1689.7237	-5.9819	-4.3063	.	
null	1689.9636	306.41	0.85	92.7696	188.6076	-5.9837	113.8929	306.41	12.5736	0.85	-4.305	7.3714	2.2522	0.8272	0.8469	0.8582	0.8997	0.9138	0.9405	0.4653	0.2842	1689.8761	1689.8761	-5.9837	-4.305	.	
null	1690.116	306.41	0.85	92.7462	189.974	-5.9855	114.9175	306.41	12.5706	0.85	-4.3036	7.3721	2.2587	0.8563	0.8673	0.8794	0.9178	0.9323	0.9436	0.4998	0.3024	1690.0285	1690.0285	-5.9855	-4.3036	.	
null	1690.2684	306.41	0.85	93.3274	189.2869	-5.9873	117.3294	306.41	12.5992	0.85	-4.3023	7.3728	2.2809	0.9417	0.9754	1.0009	1.0414	1.057	1.1015	0.5968	0.308	1690.1808	1690.1808	-5.9873	-4.3023	.	
null	1690.4208	306.41	0.85	93.4673	189.9868	-5.9891	123.0935	306.41	12.6775	0.85	-4.3009	7.3735	2.2915	0.9314	0.9846	1.0138	1.0551	1.0693	1.141	0.5836	0.3165	1690.3332	1690.3332	-5.9891	-4.3009	.	
null	1690.5732	306.41	0.85	93.5886	186.7651	-5.991	120.3135	306.41	12.758	0.85	-4.2996	7.3742	2.2976	0.8897	0.9491	0.9726	1.0126	1.0278	1.0988	0.5711	0.3083	1690.4856	1690.4856	-5.991	-4.2996	.	
null	1690.7256	306.41	0.85	94.2927	187.2898	-5.9928	117.7507	306.41	12.7902	0.85	-4.2983	7.3749	2.3122	0.9756	1.0344	1.0947	1.1402	1.1537	1.2877	0.5429	0.3024	1690.638	1690.638	-5.9928	-4.2983	.	
null	1690.878	306.41	0.85	93.1075	185.7978	-5.9946	109.5791	306.41	12.6997	0.85	-4.2969	7.3756	2.3366	1.1115	1.1358	1.2367	1.2978	1.3147	1.5097	0.6942	0.2989	1690.7904	1690.7904	-5.9946	-4.2969	.	
null	1691.0304	306.41	0.85	95.3858	186.0674	-5.9964	115.6713	306.41	12.638	0.85	-4.2956	7.3762	2.3393	1.0947	1.1359	1.2325	1.3132	1.3416	1.5918	0.7008	0.292	1690.9428	1690.9428	-5.9964	-4.2956	.	
null	1691.1828	306.41	0.85	93.6497	185.8864	-5.9982	115.7008	306.41	12.6448	0.85	-4.2942	7.3769	2.3108	0.9753	1.0196	1.0906	1.1742	1.2035	1.4245	0.6385	0.3013	1691.0951	1691.0951	-5.9982	-4.2942	.	
null	1691.3352	306.41	0.85	94.1039	187.3786	-6.0001	119.8272	306.41	12.6431	0.85	-4.2929	7.3776	2.2683	0.8797	0.9271	0.9893	1.0742	1.1018	1.3041	0.5273	0.306	1691.2475	1691.2475	-6.0001	-4.2929	.	
null	1691.4876	306.41	0.85	97.7969	187.3786	-6.0019	121.3115	306.41	12.628	0.85	-4.2916	7.3783	2.2342	0.8244	0.8634	0.92	0.9983	1.0179	1.1938	0.4737	0.3042	1691.3999	1691.3999	-6.0019	-4.2916	.	
null	1691.64	306.41	0.85	97.8837	190.636	-6.0037	125.6279	306.41	12.614	0.85	-4.2902	7.379	2.2325	0.737	0.7756	0.8212	0.886	0.8995	1.0384	0.4245	0.3095	1691.5523	1691.5523	-6.0037	-4.2902	.	
null	1691.7924	306.41	0.85	97.9874	193.9449	-6.0055	128.1645	306.41	12.5958	0.85	-4.2889	7.3797	2.2456	0.6866	0.7358	0.7732	0.8321	0.842	0.9672	0.4279	0.3089	1691.7047	1691.7047	-6.0055	-4.2889	.	
null	1691.9448	306.41	0.85	97.2208	195.8291	-6.0073	128.5222	306.41	12.6118	0.85	-4.2875	7.3804	2.2608	0.7213	0.8033	0.851	0.9165	0.9252	1.0837	0.4315	0.3053	1691.8571	1691.8571	-6.0073	-4.2875	.	
null	1692.0972	306.41	0.85	100.8602	198.8337	-6.0092	127.9268	306.41	12.6082	0.85	-4.2862	7.3811	2.26	0.7255	0.8167	0.8775	0.9434	0.9498	1.1292	0.4568	0.2953	1692.0094	1692.0094	-6.0092	-4.2862	.	
null	1692.2496	306.41	0.85	100.2537	206.3626	-6.011	126.0604	306.41	12.6255	0.85	-4.2848	7.3818	2.2457	0.6825	0.7767	0.8478	0.9134	0.9199	1.1127	0.3983	0.298	1692.1618	1692.1618	-6.011	-4.2848	.	
null	1692.402	306.41	0.85	100.2537	203.8292	-6.0128	125.0664	306.41	12.6195	0.85	-4.2835	7.3826	2.2297	0.6214	0.7073	0.7767	0.8352	0.838	1.0182	0.3688	0.31	1692.3142	1692.3142	-6.0128	-4.2835	.	
null	1692.5544	306.41	0.85	99.439	204.3943	-6.0146	124.2013	306.41	12.6095	0.85	-4.2822	7.3833	2.2192	0.6062	0.6913	0.7682	0.8252	0.829	1.0144	0.3291	0.325	1692.4666	1692.4666	-6.0146	-4.2822	.	
null	1692.7068	306.41	0.85	99.4886	204.6293	-6.0164	122.0466	306.41	12.5995	0.85	-4.2808	7.384	2.2161	0.5849	0.6712	0.7449	0.7972	0.7994	0.9796	0.3191	0.3321	1692.619	1692.619	-6.0164	-4.2808	.	
null	1692.8592	306.41	0.85	100.2261	204.6293	-6.0183	117.2749	306.41	12.5965	0.85	-4.2795	7.3847	2.2182	0.5721	0.6744	0.7469	0.8011	0.8187	1.006	0.31	0.3186	1692.7714	1692.7714	-6.0183	-4.2795	.	
null	1693.0116	306.41	0.85	99.7673	204.5342	-6.0201	114.9385	306.41	12.5689	0.85	-4.2781	7.3854	2.2149	0.5754	0.6789	0.7371	0.787	0.792	0.963	0.3246	0.313	1692.9237	1692.9237	-6.0201	-4.2781	.	
null	1693.164	306.41	0.85	99.2025	204.5294	-6.0219	115.9272	306.41	12.5907	0.85	-4.2768	7.3861	2.2098	0.5883	0.7041	0.7653	0.8152	0.8185	0.9996	0.3339	0.321	1693.0761	1693.0761	-6.0219	-4.2768	.	
null	1693.3164	306.41	0.85	98.2991	204.3556	-6.0237	119.8461	306.41	12.5995	0.85	-4.2754	7.3868	2.2048	0.6089	0.7198	0.7877	0.8348	0.8363	1.0225	0.3318	0.3305	1693.2285	1693.2285	-6.0237	-4.2754	.	
null	1693.4688	306.41	0.85	96.2823	198.2073	-6.0255	118.72	306.41	12.632	0.85	-4.2741	7.3875	2.2114	0.5764	0.6852	0.7596	0.8097	0.8232	1.0166	0.3143	0.3386	1693.3809	1693.3809	-6.0255	-4.2741	.	
null	1693.6212	306.41	0.85	92.7849	192.5909	-6.0274	119.5115	306.41	12.5632	0.85	-4.2728	7.3882	2.2465	0.5417	0.6232	0.6925	0.7409	0.7534	0.9223	0.3098	0.3183	1693.5333	1693.5333	-6.0274	-4.2728	.	
null	1693.7736	306.41	0.85	90.6662	191.6177	-6.0292	118.3987	306.41	12.4685	0.85	-4.2714	7.3889	2.3001	0.5725	0.6553	0.7273	0.784	0.8014	0.9806	0.3741	0.3066	1693.6857	1693.6857	-6.0292	-4.2714	.	
null	1693.926	306.41	0.85	81.9285	185.2056	-6.031	117.0722	306.41	12.3747	0.85	-4.2701	7.3896	2.3558	0.7091	0.809	0.9089	0.9881	1.0131	1.2584	0.5006	0.3014	1693.838	1693.838	-6.031	-4.2701	.	
null	1694.0784	306.41	0.85	81.2434	174.5805	-6.0328	112.0376	306.41	12.3854	0.85	-4.2687	7.3903	2.3743	0.9324	1.0622	1.2067	1.3368	1.3879	1.7759	0.617	0.2971	1693.9904	1693.9904	-6.0328	-4.2687	.	
null	1694.2308	306.41	0.85	84.375	162.8193	-6.0346	109.2929	306.41	12.3792	0.85	-4.2674	7.391	2.3684	0.9304	1.067	1.215	1.349	1.4137	1.8107	0.5722	0.2769	1694.1428	1694.1428	-6.0346	-4.2674	.	
null	1694.3832	306.41	0.85	83.4059	156.9871	-6.0365	111.0067	306.41	12.4433	0.85	-4.2661	7.3917	2.3527	0.8998	0.9899	1.1222	1.2364	1.2777	1.6159	0.5107	0.2627	1694.2952	1694.2952	-6.0365	-4.2661	.	
null	1694.5356	306.41	0.85	82.7148	156.9871	-6.0383	111.8011	306.41	12.4485	0.85	-4.2647	7.3925	2.3446	0.9105	0.9927	1.108	1.2251	1.2648	1.5812	0.542	0.2649	1694.4476	1694.4476	-6.0383	-4.2647	.	
null	1694.688	306.41	0.85	82.3132	151.542	-6.0401	112.0642	306.41	12.3862	0.85	-4.2634	7.3932	2.3453	1.0065	1.0903	1.2124	1.3479	1.3905	1.7404	0.5804	0.2658	1694.6	1694.6	-6.0401	-4.2634	.	
null	1694.8404	306.41	0.85	82.0843	149.1994	-6.0419	115.391	306.41	12.3752	0.85	-4.262	7.3939	2.3419	0.9196	1.0229	1.1211	1.2446	1.2776	1.5774	0.5628	0.2603	1694.7523	1694.7523	-6.0419	-4.262	.	
null	1694.9928	306.41	0.85	82.6879	149.6627	-6.0437	120.5059	306.41	12.4491	0.85	-4.2607	7.3946	2.3263	0.8142	0.941	1.0251	1.136	1.1624	1.4318	0.5106	0.2585	1694.9047	1694.9047	-6.0437	-4.2607	.	
null	1695.1452	306.41	0.85	82.6879	151.6264	-6.0455	122.4416	306.41	12.5616	0.85	-4.2593	7.3953	2.3058	0.8415	0.9623	1.0494	1.1503	1.1837	1.4463	0.4688	0.2641	1695.0571	1695.0571	-6.0455	-4.2593	.	
null	1695.2976	306.41	0.85	83.5534	152.3629	-6.0474	119.437	306.41	12.5878	0.85	-4.258	7.396	2.2917	0.8073	0.9302	1.0349	1.1045	1.1098	1.3524	0.4449	0.2718	1695.2095	1695.2095	-6.0474	-4.258	.	
null	1695.45	306.41	0.85	84.9276	152.2463	-6.0492	115.9607	306.41	12.6626	0.85	-4.2567	7.3967	2.3015	0.8305	0.9585	1.058	1.1133	1.137	1.3618	0.4317	0.2798	1695.3619	1695.3619	-6.0492	-4.2567	.	
null	1695.6024	306.41	0.85	85.4649	153.2061	-6.051	111.4761	306.41	12.631	0.85	-4.2553	7.3975	2.3028	0.8749	1.0139	1.111	1.1665	1.1926	1.4034	0.4741	0.2854	1695.5143	1695.5143	-6.051	-4.2553	.	
null	1695.7548	306.41	0.85	84.9662	153.8236	-6.0528	107.0668	306.41	12.6448	0.85	-4.254	7.3982	2.299	0.9012	1.0599	1.1479	1.1957	1.2114	1.3644	0.4346	0.3202	1695.6666	1695.6666	-6.0528	-4.254	.	
null	1695.9072	306.41	0.85	84.0959	153.9691	-6.0546	111.1529	306.41	12.7258	0.85	-4.2526	7.3989	2.2835	0.8881	1.0212	1.0925	1.1282	1.1273	1.2398	0.4003	0.3184	1695.819	1695.819	-6.0546	-4.2526	.	
null	1696.0596	306.41	0.85	83.3437	154.8612	-6.0565	109.7855	306.41	12.732	0.85	-4.2513	7.3996	2.2834	0.8639	0.9572	1.026	1.0597	1.0861	1.2154	0.3799	0.3227	1695.9714	1695.9714	-6.0565	-4.2513	.	
null	1696.212	306.41	0.85	81.62	150.1627	-6.0583	110.0158	306.41	12.7678	0.85	-4.25	7.4003	2.2891	0.7953	0.8691	0.9197	0.9529	0.9602	1.0633	0.4065	0.3046	1696.1238	1696.1238	-6.0583	-4.25	.	
null	1696.3644	306.41	0.85	78.3801	147.7602	-6.0601	98.515	306.41	12.7045	0.85	-4.2486	7.401	2.311	0.8134	0.872	0.9208	0.9602	0.9651	1.0742	0.4286	0.3008	1696.2762	1696.2762	-6.0601	-4.2486	.	
null	1696.5168	306.41	0.85	76.9344	141.3199	-6.0619	98.114	306.41	12.4374	0.85	-4.2473	7.4018	2.3464	1.0389	1.1217	1.1966	1.2707	1.261	1.3945	0.4749	0.2665	1696.4286	1696.4286	-6.0619	-4.2473	.	
null	1696.6692	306.41	0.85	75.2872	141.5469	-6.0637	98.0639	306.41	12.4258	0.85	-4.2459	7.4025	2.3984	1.3376	1.4196	1.541	1.6558	1.6674	1.9828	0.6187	0.2395	1696.5809	1696.5809	-6.0637	-4.2459	.	
null	1696.8216	306.41	0.85	75.3624	135.7748	-6.0656	99.1891	306.41	12.3757	0.85	-4.2446	7.4032	2.4452	1.4753	1.4862	1.632	1.7689	1.7911	2.1847	0.8917	0.2253	1696.7333	1696.7333	-6.0656	-4.2446	.	
null	1696.974	306.41	0.85	76.4156	133.3742	-6.0674	97.8729	306.41	12.3837	0.85	-4.2432	7.4039	2.4687	1.7265	1.743	1.9485	2.1533	2.1963	2.7711	1.155	0.2284	1696.8857	1696.8857	-6.0674	-4.2432	.	
null	1697.1264	306.41	0.85	77.6291	134.1472	-6.0692	98.879	306.41	12.4422	0.85	-4.2419	7.4047	2.4662	1.834	1.881	2.0811	2.3733	2.4854	3.1819	1.2217	0.2251	1697.0381	1697.0381	-6.0692	-4.2419	.	
null	1697.2788	306.41	0.85	102.7301	139.1807	-6.071	102.4589	306.41	12.5306	0.85	-4.2406	7.4054	2.4213	1.6827	1.5983	1.7539	1.9925	2.0707	2.6177	1.4146	0.2358	1697.1905	1697.1905	-6.071	-4.2406	.	
null	1697.4312	306.41	0.85	105.0807	143.9265	-6.0728	105.6453	306.41	12.5773	0.85	-4.2392	7.4061	2.3414	1.2839	1.2998	1.406	1.5797	1.5992	1.9686	0.9168	0.2505	1697.3429	1697.3429	-6.0728	-4.2392	.	
null	1697.5836	306.41	0.85	105.7221	151.6493	-6.0747	107.2031	306.41	12.4271	0.85	-4.2379	7.4068	2.244	0.7217	0.7288	0.7557	0.8335	0.8128	0.8732	0.5921	0.2975	1697.4952	1697.4952	-6.0747	-4.2379	.	
null	1697.736	306.41	0.85	105.0638	166.3018	-6.0765	108.5495	306.41	12.4411	0.85	-4.2365	7.4076	2.1699	0.6264	0.6482	0.6686	0.7275	0.7119	0.769	0.4179	0.3378	1697.6476	1697.6476	-6.0765	-4.2365	.	
null	1697.8884	306.41	0.85	105.6864	175.9689	-6.0783	114.1679	306.41	12.4725	0.85	-4.2352	7.4083	2.1355	0.6235	0.6882	0.71	0.7524	0.7233	0.8108	0.3658	0.3588	1697.8	1697.8	-6.0783	-4.2352	.	
null	1698.0408	306.41	0.85	103.8989	186.1873	-6.0801	118.5096	306.41	12.518	0.85	-4.2338	7.409	2.1424	0.5837	0.6708	0.7023	0.7209	0.6894	0.797	0.3307	0.3119	1697.9524	1697.9524	-6.0801	-4.2338	.	
null	1698.1932	306.41	0.85	101.3034	199.2603	-6.0819	122.0583	306.41	12.5987	0.85	-4.2325	7.4097	2.1649	0.5124	0.6145	0.6516	0.6543	0.6198	0.7318	0.2941	0.2956	1698.1048	1698.1048	-6.0819	-4.2325	.	
null	1698.3456	306.41	0.85	104.8471	203.8109	-6.0838	121.6525	306.41	12.6768	0.85	-4.2312	7.4105	2.1829	0.4796	0.5911	0.6263	0.6162	0.5776	0.6916	0.2868	0.3081	1698.2572	1698.2572	-6.0838	-4.2312	.	
null	1698.498	306.41	0.85	104.3623	208.777	-6.0856	120.7171	306.41	12.6496	0.85	-4.2298	7.4112	2.1869	0.4947	0.6035	0.6417	0.6301	0.602	0.713	0.3079	0.3648	1698.4095	1698.4095	-6.0856	-4.2298	.	
null	1698.6504	306.41	0.85	103.7346	219.4129	-6.0874	124.3164	306.41	12.6212	0.85	-4.2285	7.4119	2.1899	0.547	0.6438	0.6959	0.6932	0.6599	0.773	0.3366	0.3814	1698.5619	1698.5619	-6.0874	-4.2285	.	
null	1698.8028	306.41	0.85	102.7726	220.6146	-6.0892	126.9798	306.41	12.6228	0.85	-4.2271	7.4126	2.1964	0.5744	0.6357	0.6877	0.7116	0.6717	0.7754	0.3435	0.3685	1698.7143	1698.7143	-6.0892	-4.2271	.	
null	1698.9552	306.41	0.85	102.2323	220.7941	-6.091	129.375	306.41	12.59	0.85	-4.2258	7.4134	2.2051	0.5496	0.5996	0.654	0.693	0.6537	0.7728	0.321	0.3527	1698.8667	1698.8667	-6.091	-4.2258	.	
null	1699.1076	306.41	0.85	101.5938	218.3697	-6.0929	135.2898	306.41	12.535	0.85	-4.2245	7.4141	2.2456	0.5266	0.5622	0.6187	0.6665	0.6151	0.7196	0.3299	0.3484	1699.0191	1699.0191	-6.0929	-4.2245	.	
null	1699.26	306.41	0.85	100.8293	216.2302	-6.0947	144.3923	306.41	12.539	0.85	-4.2231	7.4148	2.3159	0.6586	0.704	0.7787	0.8483	0.8038	0.9634	0.4258	0.3341	1699.1715	1699.1715	-6.0947	-4.2231	.	
null	1699.4124	306.41	0.85	100.8802	214.4936	-6.0965	157.2331	306.41	12.4983	0.85	-4.2218	7.4156	2.3898	1.3698	1.456	1.6824	1.8765	1.8152	2.3199	0.6929	0.3058	1699.3238	1699.3238	-6.0965	-4.2218	.	
null	1699.5648	306.41	0.85	101.2056	209.2454	-6.0983	166.6466	306.41	12.3926	0.85	-4.2204	7.4163	2.4302	1.7414	1.6779	1.8444	2.0167	1.9973	2.2003	1.2282	0.2855	1699.4762	1699.4762	-6.0983	-4.2204	.	
null	1699.7172	306.41	0.85	101.0884	210.2622	-6.1001	172.3861	306.41	12.3174	0.85	-4.2191	7.417	2.4489	1.9275	1.9331	2.0143	2.166	2.1726	2.293	1.5457	0.2856	1699.6286	1699.6286	-6.1001	-4.2191	.	
null	1699.8696	306.41	0.85	101.0884	211.7618	-6.102	170.5859	306.41	12.3237	0.85	-4.2177	7.4178	2.4261	2.0382	2.0625	2.0889	2.2184	2.2752	2.3638	1.6599	0.2842	1699.781	1699.781	-6.102	-4.2177	.	
null	1700.022	306.41	0.85	100.624	210.5846	-6.1038	155.0301	306.41	12.2748	0.85	-4.2164	7.4185	2.3532	1.2738	1.1388	1.1358	1.1813	1.2189	1.1958	0.9003	0.2894	1699.9334	1699.9334	-6.1038	-4.2164	.	
null	1700.1744	306.41	0.85	100.551	209.3874	-6.1056	136.1612	306.41	12.2754	0.85	-4.2151	7.4192	2.2641	0.8925	0.7822	0.7728	0.7934	0.8045	0.78	0.5592	0.2939	1700.0858	1700.0858	-6.1056	-4.2151	.	
