$Ascii:UWI 02_97-DD-1X,Lam Son JOC,,,
.	.	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Zoneset_Zone_BB	
UWI	Depth   Azimuth Derivation	DTCO3   DTSH5	East	ECGR	HAZI	HCAL	HDEVI	North	R	RHOZ	RLA1	RLA2	RLA3	RLA4	RLA5	RT_HRLT	RXOZ	TNPH	TVD	TVDSS	X	Y	Zoneset_Zone_BB
.	M	.	.	US/F	US/F	.	GAPI	Deg	IN	Deg	.	.	G/C3	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	V/V	.	.	.	.	.	
null	1700.3268	306.41	0.85	100.4386	206.6419	-6.1074	122.5236	306.41	12.4162	0.85	-4.2137	7.42	2.2368	0.6687	0.6116	0.6014	0.6149	0.6249	0.6054	0.3878	0.3003	1700.2381	1700.2381	-6.1074	-4.2137	.	
null	1700.4792	306.41	0.85	100.2275	206.6419	-6.1092	122.9781	306.41	12.407	0.85	-4.2124	7.4207	2.2901	0.7304	0.696	0.6549	0.6695	0.6796	0.6483	0.4588	0.3081	1700.3905	1700.3905	-6.1092	-4.2124	.	
null	1700.6316	306.41	0.85	100.0275	204.1023	-6.111	132.246	306.41	12.3849	0.85	-4.211	7.4214	2.3746	1.2342	1.2197	1.1982	1.2329	1.2714	1.236	0.6729	0.3043	1700.5429	1700.5429	-6.111	-4.211	.	
null	1700.784	306.41	0.85	99.8876	203.8755	-6.1129	139.1079	306.41	12.3836	0.85	-4.2097	7.4222	2.4044	1.4649	1.5339	1.5275	1.5598	1.6198	1.6398	1.4234	0.2965	1700.6953	1700.6953	-6.1129	-4.2097	.	
null	1700.9364	306.41	0.85	99.7659	202.9364	-6.1147	136.8173	306.41	12.4503	0.85	-4.2084	7.4229	2.3612	1.1813	1.2343	1.2598	1.2784	1.297	1.3312	1.0156	0.3117	1700.8477	1700.8477	-6.1147	-4.2084	.	
null	1701.0888	306.41	0.85	99.5699	199.8351	-6.1165	125.8446	306.41	12.4903	0.85	-4.207	7.4237	2.2756	0.8741	0.8798	0.9021	0.9203	0.9258	0.9325	0.6301	0.3232	1701.0001	1701.0001	-6.1165	-4.207	.	
null	1701.2412	306.41	0.85	103.4342	198.5538	-6.1183	115.3879	306.41	12.6185	0.85	-4.2057	7.4244	2.2212	0.7116	0.7083	0.7342	0.7559	0.7534	0.7604	0.4121	0.3535	1701.1524	1701.1524	-6.1183	-4.2057	.	
null	1701.3936	306.41	0.85	103.2376	194.1964	-6.1201	110.6505	306.41	12.7152	0.85	-4.2043	7.4251	2.2047	0.6625	0.6634	0.6857	0.7104	0.6975	0.7063	0.3531	0.3697	1701.3048	1701.3048	-6.1201	-4.2043	.	
null	1701.546	306.41	0.85	102.3116	193.616	-6.122	113.7155	306.41	12.7354	0.85	-4.203	7.4259	2.2057	0.6403	0.669	0.6804	0.7168	0.6913	0.7165	0.3355	0.39	1701.4572	1701.4572	-6.122	-4.203	.	
null	1701.6984	306.41	0.85	103.4305	193.5065	-6.1238	117.3038	306.41	12.7396	0.85	-4.2016	7.4266	2.1986	0.6444	0.6952	0.7039	0.7473	0.7289	0.783	0.3415	0.3939	1701.6096	1701.6096	-6.1238	-4.2016	.	
null	1701.8508	306.41	0.85	102.7003	194.295	-6.1256	117.1568	306.41	12.6603	0.85	-4.2003	7.4274	2.1987	0.6165	0.679	0.6968	0.7369	0.7056	0.7771	0.3355	0.3695	1701.762	1701.762	-6.1256	-4.2003	.	
null	1702.0032	306.41	0.85	102.7003	195.2268	-6.1274	113.0369	306.41	12.6447	0.85	-4.199	7.4281	2.2036	0.5855	0.6547	0.6867	0.7243	0.6992	0.8084	0.3082	0.3374	1701.9144	1701.9144	-6.1274	-4.199	.	
null	1702.1556	306.41	0.85	99.5854	194.5607	-6.1292	115.1012	306.41	12.6257	0.85	-4.1976	7.4288	2.2138	0.5382	0.6122	0.6621	0.695	0.6698	0.7957	0.2855	0.3096	1702.0667	1702.0667	-6.1292	-4.1976	.	
null	1702.308	306.41	0.85	102.0971	194.1735	-6.1311	113.4582	306.41	12.565	0.85	-4.1963	7.4296	2.2202	0.5133	0.5879	0.6477	0.6795	0.6586	0.7976	0.277	0.3107	1702.2191	1702.2191	-6.1311	-4.1963	.	
null	1702.4604	306.41	0.85	101.8933	193.7147	-6.1329	114.5694	306.41	12.4554	0.85	-4.1949	7.4303	2.2251	0.5008	0.5805	0.6453	0.6786	0.6621	0.8124	0.2757	0.3092	1702.3715	1702.3715	-6.1329	-4.1949	.	
null	1702.6128	306.41	0.85	102.5638	193.4362	-6.1347	112.5159	306.41	12.4411	0.85	-4.1936	7.4311	2.2263	0.4927	0.5785	0.6411	0.6773	0.665	0.8194	0.2782	0.2978	1702.5239	1702.5239	-6.1347	-4.1936	.	
null	1702.7652	306.41	0.85	101.2207	193.4362	-6.1365	115.4716	306.41	12.4062	0.85	-4.1922	7.4318	2.2282	0.4727	0.5716	0.6206	0.6576	0.6497	0.8011	0.2759	0.2941	1702.6763	1702.6763	-6.1365	-4.1922	.	
null	1702.9176	306.41	0.85	100.0752	193.8208	-6.1383	115.6216	306.41	12.4006	0.85	-4.1909	7.4326	2.235	0.4575	0.5525	0.5957	0.6309	0.6296	0.7705	0.2765	0.3145	1702.8287	1702.8287	-6.1383	-4.1909	.	
null	1703.07	306.4151	0.8503	101.6008	194.1381	-6.1402	117.7555	306.4151	12.4062	0.8503	-4.1896	7.4333	2.2394	0.4628	0.5291	0.5662	0.5985	0.5977	0.7106	0.2714	0.3485	1702.981	1702.981	-6.1402	-4.1896	.	
null	1703.2224	306.427	0.8509	99.5023	194.3792	-6.142	118.1396	306.427	12.3958	0.8509	-4.1882	7.4341	2.2419	0.4428	0.4991	0.5399	0.5701	0.5805	0.6889	0.2631	0.3621	1703.1334	1703.1334	-6.142	-4.1882	.	
null	1703.3748	306.439	0.8515	98.1374	194.6684	-6.1438	119.7451	306.439	12.3976	0.8515	-4.1869	7.4348	2.2453	0.4121	0.4535	0.4897	0.5158	0.5249	0.6134	0.2658	0.3525	1703.2858	1703.2858	-6.1438	-4.1869	.	
null	1703.5272	306.451	0.8521	98.3982	195.4592	-6.1456	122.0184	306.451	12.401	0.8521	-4.1855	7.4355	2.2569	0.4332	0.4833	0.5179	0.5476	0.5567	0.6536	0.3357	0.3426	1703.4382	1703.4382	-6.1456	-4.1855	.	
null	1703.6796	306.463	0.8527	98.3982	195.5246	-6.1474	122.8018	306.463	12.4345	0.8527	-4.1842	7.4363	2.2581	0.5972	0.6735	0.7453	0.7957	0.8245	0.996	0.452	0.3507	1703.5906	1703.5906	-6.1474	-4.1842	.	
null	1703.832	306.4749	0.8533	98.7747	196.3375	-6.1493	122.7246	306.4749	12.4151	0.8533	-4.1828	7.437	2.2391	0.702	0.7659	0.8324	0.8911	0.9313	1.0978	0.5768	0.3513	1703.743	1703.743	-6.1493	-4.1828	.	
null	1703.9844	306.4868	0.8539	99.3915	196.8131	-6.1511	114.4182	306.4868	12.4795	0.8539	-4.1815	7.4378	2.2092	0.696	0.7043	0.7537	0.7982	0.8209	0.9144	0.4626	0.3452	1703.8953	1703.8953	-6.1511	-4.1815	.	
null	1704.1368	306.4987	0.8546	99.5473	196.8099	-6.1529	112.7354	306.4987	12.5438	0.8546	-4.1801	7.4385	2.1868	0.6635	0.676	0.7208	0.7624	0.7885	0.8852	0.413	0.3329	1704.0477	1704.0477	-6.1529	-4.1801	.	
null	1704.2892	306.5106	0.8552	99.6959	197.3896	-6.1548	108.898	306.5106	12.5995	0.8552	-4.1788	7.4393	2.1814	0.6449	0.6607	0.6968	0.7386	0.7665	0.8582	0.3781	0.3262	1704.2001	1704.2001	-6.1548	-4.1788	.	
null	1704.4416	306.5225	0.8558	100.2093	197.5776	-6.1566	112.7493	306.5225	12.6387	0.8558	-4.1774	7.4401	2.1837	0.5863	0.6153	0.6443	0.6846	0.7127	0.8013	0.3446	0.3145	1704.3525	1704.3525	-6.1566	-4.1774	.	
null	1704.594	306.5343	0.8564	100.4855	197.7041	-6.1584	115.1117	306.5343	12.6448	0.8564	-4.1761	7.4408	2.1926	0.5431	0.5897	0.6126	0.6518	0.692	0.7844	0.3058	0.3146	1704.5049	1704.5049	-6.1584	-4.1761	.	
null	1704.7464	306.5461	0.857	100.6042	198.3758	-6.1602	116.0962	306.5461	12.6179	0.857	-4.1747	7.4416	2.1989	0.5146	0.5651	0.584	0.6179	0.6447	0.7313	0.2853	0.3249	1704.6573	1704.6573	-6.1602	-4.1747	.	
null	1704.8988	306.558	0.8576	100.9256	199.3319	-6.1621	115.67	306.558	12.6456	0.8576	-4.1734	7.4423	2.2035	0.4854	0.5389	0.5635	0.594	0.6222	0.7122	0.2724	0.3329	1704.8096	1704.8096	-6.1621	-4.1734	.	
null	1705.0512	306.5698	0.8582	101.3607	200.7113	-6.1639	113.9758	306.5698	12.6746	0.8582	-4.172	7.4431	2.2023	0.4743	0.5257	0.5534	0.5812	0.6058	0.6961	0.2713	0.3373	1704.962	1704.962	-6.1639	-4.172	.	
null	1705.2036	306.5815	0.8589	101.3607	201.9691	-6.1657	117.4978	306.5815	12.6994	0.8589	-4.1706	7.4438	2.1969	0.4738	0.5311	0.5617	0.5902	0.6122	0.7115	0.2803	0.3334	1705.1144	1705.1144	-6.1657	-4.1706	.	
null	1705.356	306.5933	0.8595	102.9242	202.2796	-6.1676	115.2517	306.5933	12.6048	0.8595	-4.1693	7.4446	2.1848	0.5013	0.5693	0.6171	0.658	0.6887	0.821	0.2869	0.329	1705.2668	1705.2668	-6.1676	-4.1693	.	
null	1705.5084	306.6051	0.8601	103.8467	202.7614	-6.1694	118.6327	306.6051	12.6137	0.8601	-4.1679	7.4453	2.1697	0.4884	0.5585	0.6095	0.6536	0.6806	0.8188	0.2891	0.3367	1705.4192	1705.4192	-6.1694	-4.1679	.	
null	1705.6608	306.6168	0.8607	101.8547	203.8724	-6.1712	114.9893	306.6168	12.6356	0.8607	-4.1665	7.4461	2.1673	0.471	0.5416	0.597	0.6436	0.665	0.8081	0.2797	0.3276	1705.5716	1705.5716	-6.1712	-4.1665	.	
null	1705.8132	306.6285	0.8613	103.2312	205.2948	-6.1731	114.5321	306.6285	12.6306	0.8613	-4.1652	7.4469	2.1751	0.4755	0.5371	0.5919	0.6374	0.6543	0.7927	0.2732	0.3483	1705.7239	1705.7239	-6.1731	-4.1652	.	
null	1705.9656	306.6402	0.8619	106.7298	205.5131	-6.1749	109.682	306.6402	12.6222	0.8619	-4.1638	7.4476	2.1851	0.4667	0.5314	0.5914	0.6436	0.6833	0.8286	0.2668	0.339	1705.8763	1705.8763	-6.1749	-4.1638	.	
null	1706.118	306.6519	0.8625	102.7449	206.5082	-6.1768	110.5704	306.6519	12.54	0.8625	-4.1624	7.4484	2.1832	0.4501	0.5118	0.5623	0.6076	0.6201	0.7512	0.2586	0.332	1706.0287	1706.0287	-6.1768	-4.1624	.	
null	1706.2704	306.6636	0.8632	102.5852	209.1562	-6.1786	113.2506	306.6636	12.5161	0.8632	-4.1611	7.4491	2.1825	0.4396	0.5073	0.5544	0.5997	0.6085	0.7399	0.2573	0.3224	1706.1811	1706.1811	-6.1786	-4.1611	.	
null	1706.4228	306.6752	0.8638	102.5852	208.9202	-6.1805	116.0203	306.6752	12.5208	0.8638	-4.1597	7.4499	2.1844	0.4228	0.4966	0.5427	0.5877	0.5917	0.7257	0.2551	0.3195	1706.3335	1706.3335	-6.1805	-4.1597	.	
null	1706.5752	306.6869	0.8644	102.3018	208.9009	-6.1823	112.3233	306.6869	12.5543	0.8644	-4.1583	7.4507	2.1882	0.4085	0.4739	0.5174	0.5602	0.5607	0.6841	0.2549	0.3017	1706.4858	1706.4858	-6.1823	-4.1583	.	
null	1706.7276	306.6985	0.865	101.9365	209.0913	-6.1841	117.432	306.6985	12.5795	0.865	-4.157	7.4514	2.1971	0.3912	0.4479	0.4884	0.5288	0.5253	0.6384	0.2511	0.2914	1706.6382	1706.6382	-6.1841	-4.157	.	
null	1706.88	306.7101	0.8656	101.1	209.0913	-6.186	122.7538	306.7101	12.5646	0.8656	-4.1556	7.4522	2.2096	0.3778	0.4311	0.4709	0.5115	0.5048	0.6135	0.2561	0.2981	1706.7906	1706.7906	-6.186	-4.1556	.	
null	1707.0324	306.7216	0.8662	101.0065	209.9496	-6.1878	130.543	306.7216	12.4241	0.8662	-4.1542	7.453	2.2159	0.3824	0.4249	0.464	0.5018	0.4931	0.5918	0.2714	0.3379	1706.943	1706.943	-6.1878	-4.1542	.	
null	1707.1848	306.7332	0.8668	101.4448	207.5056	-6.1897	127.6298	306.7332	12.4097	0.8668	-4.1528	7.4537	2.2126	0.4534	0.5084	0.5654	0.6073	0.603	0.7332	0.3252	0.3709	1707.0954	1707.0954	-6.1897	-4.1528	.	
null	1707.3372	306.7448	0.8675	101.2685	206.9681	-6.1915	122.151	306.7448	12.4171	0.8675	-4.1514	7.4545	2.2111	0.5243	0.5905	0.6718	0.7156	0.708	0.8723	0.357	0.3942	1707.2478	1707.2478	-6.1915	-4.1514	.	
null	1707.4896	306.7563	0.8681	101.3447	205.6987	-6.1934	116.2073	306.7563	12.4172	0.8681	-4.1501	7.4553	2.2115	0.5463	0.6025	0.6719	0.7066	0.6926	0.8322	0.3684	0.3962	1707.4001	1707.4001	-6.1934	-4.1501	.	
null	1707.642	306.7678	0.8687	105.2625	205.5894	-6.1952	110.784	306.7678	12.4271	0.8687	-4.1487	7.456	2.2041	0.5783	0.658	0.728	0.7625	0.7549	0.9068	0.3426	0.4238	1707.5525	1707.5525	-6.1952	-4.1487	.	
null	1707.7944	306.7793	0.8693	104.0553	205.713	-6.1971	113.9966	306.7793	12.4605	0.8693	-4.1473	7.4568	2.1825	0.6672	0.736	0.7891	0.8206	0.7902	0.9086	0.3446	0.4066	1707.7049	1707.7049	-6.1971	-4.1473	.	
null	1707.9468	306.7908	0.8699	104.0184	210.8245	-6.1989	115.5107	306.7908	12.4597	0.8699	-4.1459	7.4576	2.1701	0.6618	0.6955	0.7307	0.7545	0.719	0.7576	0.3347	0.3748	1707.8573	1707.8573	-6.1989	-4.1459	.	
null	1708.0992	306.8023	0.8705	103.3195	213.6523	-6.2008	119.1681	306.8023	12.4809	0.8705	-4.1445	7.4583	2.1764	0.6409	0.6649	0.7009	0.7279	0.7074	0.7517	0.3284	0.3392	1708.0097	1708.0097	-6.2008	-4.1445	.	
null	1708.2516	306.8138	0.8711	103.5461	216.3099	-6.2026	122.0595	306.8138	12.5239	0.8711	-4.1431	7.4591	2.233	0.5547	0.5603	0.585	0.6066	0.595	0.6116	0.3186	0.3379	1708.1621	1708.1621	-6.2026	-4.1431	.	
null	1708.404	306.8252	0.8718	103.9278	215.9928	-6.2045	137.0763	306.8252	12.6097	0.8718	-4.1417	7.4599	2.339	0.5501	0.5516	0.564	0.5849	0.5755	0.5765	0.3254	0.3514	1708.3144	1708.3144	-6.2045	-4.1417	.	
null	1708.5564	306.8366	0.8724	105.0746	224.9065	-6.2063	149.7618	306.8366	12.6153	0.8724	-4.1404	7.4607	2.4397	0.8464	0.8551	0.8839	0.9157	0.9047	0.903	0.4363	0.3602	1708.4668	1708.4668	-6.2063	-4.1404	.	
null	1708.7088	306.848	0.873	105.0746	230.5275	-6.2082	161.1516	306.848	12.5892	0.873	-4.139	7.4614	2.4747	1.639	1.5214	1.5381	1.5731	1.5437	1.5496	0.7073	0.3609	1708.6192	1708.6192	-6.2082	-4.139	.	
null	1708.8612	306.8594	0.8736	106.5441	230.5275	-6.2101	165.2913	306.8594	12.5343	0.8736	-4.1376	7.4622	2.4429	1.7518	1.6224	1.592	1.6024	1.5436	1.4988	1.1659	0.3564	1708.7716	1708.7716	-6.2101	-4.1376	.	
null	1709.0136	306.8708	0.8742	108.3693	240.9472	-6.2119	170.8786	306.8708	12.5022	0.8742	-4.1362	7.463	2.4212	1.7389	1.578	1.5872	1.5733	1.5056	1.4454	1.0061	0.3668	1708.924	1708.924	-6.2119	-4.1362	.	
null	1709.166	306.8821	0.8748	109.3862	247.1021	-6.2138	172.492	306.8821	12.5117	0.8748	-4.1348	7.4637	2.4222	1.8208	1.6951	1.6391	1.6286	1.5656	1.4356	0.8386	0.3728	1709.0763	1709.0763	-6.2138	-4.1348	.	
null	1709.3184	306.8935	0.8754	110.8694	249.0496	-6.2156	181.5473	306.8935	12.5376	0.8754	-4.1334	7.4645	2.4312	1.8816	1.7348	1.6437	1.6267	1.523	1.3196	0.6372	0.3846	1709.2287	1709.2287	-6.2156	-4.1334	.	
null	1709.4708	306.9048	0.8761	111.6819	251.4434	-6.2175	181.5413	306.9048	12.4654	0.8761	-4.132	7.4653	2.4262	1.7911	1.5647	1.471	1.4435	1.3493	1.1158	0.7098	0.3771	1709.3811	1709.3811	-6.2175	-4.132	.	
null	1709.6232	306.9161	0.8767	110.3666	254.6454	-6.2194	186.7311	306.9161	12.384	0.8767	-4.1306	7.4661	2.4264	1.881	1.6779	1.545	1.518	1.4153	1.1194	0.7482	0.3778	1709.5335	1709.5335	-6.2194	-4.1306	.	
null	1709.7756	306.9274	0.8773	111.5737	248.8157	-6.2212	180.3599	306.9274	12.3371	0.8773	-4.1292	7.4669	2.427	1.932	1.6905	1.5748	1.5217	1.4135	1.0935	0.8242	0.3656	1709.6859	1709.6859	-6.2212	-4.1292	.	
null	1709.928	306.9387	0.8779	110.9179	253.1812	-6.2231	182.677	306.9387	12.3412	0.8779	-4.1278	7.4676	2.4233	1.9062	1.6734	1.5648	1.5095	1.4093	1.096	0.8175	0.3603	1709.8383	1709.8383	-6.2231	-4.1278	.	
null	1710.0804	306.9499	0.8785	110.3441	245.7825	-6.225	181.4202	306.9499	12.3601	0.8785	-4.1264	7.4684	2.4218	1.9223	1.6883	1.5711	1.514	1.4196	1.1019	0.7008	0.366	1709.9906	1709.9906	-6.225	-4.1264	.	
null	1710.2328	306.9612	0.8791	108.8811	242.6177	-6.2268	173.8525	306.9612	12.5117	0.8791	-4.125	7.4692	2.4308	1.9209	1.6783	1.5493	1.5019	1.4181	1.113	1.0368	0.36	1710.143	1710.143	-6.2268	-4.125	.	
null	1710.3852	306.9724	0.8798	108.4156	240.1672	-6.2287	167.4253	306.9724	12.2666	0.8798	-4.1236	7.47	2.4253	2.1078	2.0484	1.9411	1.9052	1.8285	1.614	1.117	0.3331	1710.2954	1710.2954	-6.2287	-4.1236	.	
null	1710.5376	306.9836	0.8804	107.9807	233.7809	-6.2306	158.0366	306.9836	12.2256	0.8804	-4.1222	7.4708	2.412	1.8153	1.5368	1.4456	1.4242	1.3454	1.1736	1.2637	0.3117	1710.4478	1710.4478	-6.2306	-4.1222	.	
null	1710.69	306.9948	0.881	104.3158	228.829	-6.2324	160.5747	306.9948	12.2937	0.881	-4.1208	7.4715	2.4005	1.665	1.3886	1.3455	1.3325	1.2568	1.1683	1.0952	0.31	1710.6002	1710.6002	-6.2324	-4.1208	.	
null	1710.8424	307.006	0.8816	105.2118	226.1203	-6.2343	162.0298	307.006	12.3841	0.8816	-4.1193	7.4723	2.4085	1.8719	1.6702	1.6313	1.6405	1.55	1.4699	1.1253	0.3253	1710.7526	1710.7526	-6.2343	-4.1193	.	
null	1710.9948	307.0172	0.8822	104.2454	216.9543	-6.2362	165.2316	307.0172	12.5543	0.8822	-4.1179	7.4731	2.4225	1.9811	1.9339	1.8868	1.9078	1.827	1.8119	1.358	0.3158	1710.9049	1710.9049	-6.2362	-4.1179	.	
null	1711.1472	307.0283	0.8828	103.3533	214.0118	-6.2381	165.6019	307.0283	12.6699	0.8828	-4.1165	7.4739	2.4299	1.8171	1.7855	1.7202	1.7563	1.6902	1.6892	1.5597	0.3261	1711.0573	1711.0573	-6.2381	-4.1165	.	
null	1711.2996	307.0395	0.8834	102.5705	208.0509	-6.2399	161.7843	307.0395	12.6901	0.8834	-4.1151	7.4747	2.4289	1.8305	1.9595	1.9214	1.9906	1.935	1.953	1.6047	0.3254	1711.2097	1711.2097	-6.2399	-4.1151	.	
null	1711.452	307.0506	0.8841	103.4152	205.4252	-6.2418	159.7323	307.0506	12.6744	0.8841	-4.1137	7.4755	2.4082	1.7321	1.8761	1.8821	1.9603	1.9154	1.9761	1.3581	0.347	1711.3621	1711.3621	-6.2418	-4.1137	.	
null	1711.6044	307.0617	0.8847	102.4348	204.675	-6.2437	154.8776	307.0617	12.6657	0.8847	-4.1123	7.4763	2.3608	1.2118	1.1895	1.2037	1.2572	1.2301	1.2252	0.7522	0.3558	1711.5145	1711.5145	-6.2437	-4.1123	.	
null	1711.7568	307.0728	0.8853	102.0349	204.675	-6.2456	147.0845	307.0728	12.6877	0.8853	-4.1108	7.477	2.3066	0.8585	0.8514	0.8466	0.8859	0.8566	0.8609	0.5172	0.3934	1711.6668	1711.6668	-6.2456	-4.1108	.	
null	1711.9092	307.0839	0.8859	101.4436	200.4041	-6.2475	135.1685	307.0839	12.7458	0.8859	-4.1094	7.4778	2.2632	0.8201	0.8308	0.8303	0.871	0.8359	0.8419	0.4483	0.3743	1711.8192	1711.8192	-6.2475	-4.1094	.	
null	1712.0616	307.0949	0.8865	99.2713	198.4879	-6.2493	127.726	307.0949	12.7462	0.8865	-4.108	7.4786	2.2471	0.8237	0.8448	0.8567	0.8988	0.8601	0.8744	0.4305	0.3577	1711.9716	1711.9716	-6.2493	-4.108	.	
null	1712.214	307.106	0.8871	98.6086	196.0972	-6.2512	125.3612	307.106	12.612	0.8871	-4.1066	7.4794	2.251	0.7321	0.7829	0.8031	0.8395	0.8002	0.8427	0.381	0.3335	1712.124	1712.124	-6.2512	-4.1066	.	
null	1712.3664	307.117	0.8878	97.8263	193.7099	-6.2531	128.5962	307.117	12.5115	0.8878	-4.1052	7.4802	2.2722	0.6468	0.7266	0.7515	0.7797	0.7405	0.8165	0.3682	0.3251	1712.2764	1712.2764	-6.2531	-4.1052	.	
null	1712.5188	307.128	0.8884	98.1098	193.6539	-6.255	130.2531	307.128	12.4494	0.8884	-4.1037	7.481	2.2977	0.6968	0.817	0.8649	0.8911	0.8464	0.9713	0.4165	0.2951	1712.4288	1712.4288	-6.255	-4.1037	.	
null	1712.6712	307.139	0.889	97.9889	194.1539	-6.2569	128.614	307.139	12.2836	0.889	-4.1023	7.4818	2.3044	0.7764	0.9268	1.0283	1.0551	1.0045	1.21	0.4843	0.2836	1712.5811	1712.5811	-6.2569	-4.1023	.	
null	1712.8236	307.15	0.8896	97.8943	195.0807	-6.2588	126.3551	307.15	12.0933	0.8896	-4.1009	7.4826	2.2856	0.6788	0.8141	0.9231	0.9492	0.9053	1.1302	0.4427	0.2917	1712.7335	1712.7335	-6.2588	-4.1009	.	
null	1712.976	307.1609	0.8902	96.7533	194.6699	-6.2606	127.7163	307.1609	12.1553	0.8902	-4.0994	7.4834	2.2547	0.5589	0.6714	0.758	0.7877	0.756	0.9496	0.3482	0.3002	1712.8859	1712.8859	-6.2606	-4.0994	.	
null	1713.1284	307.1719	0.8908	96.3663	195.0557	-6.2625	131.3596	307.1719	12.295	0.8908	-4.098	7.4842	2.2375	0.5211	0.6203	0.687	0.724	0.6975	0.8684	0.313	0.314	1713.0383	1713.0383	-6.2625	-4.098	.	
null	1713.2808	307.1828	0.8914	98.2587	197.9484	-6.2644	132.7919	307.1828	12.3889	0.8914	-4.0966	7.485	2.2366	0.5875	0.6918	0.7625	0.813	0.7919	0.9788	0.3316	0.3202	1713.1907	1713.1907	-6.2644	-4.0966	.	
null	1713.4332	307.1938	0.8921	97.8055	201.3235	-6.2663	131.7882	307.1938	12.4306	0.8921	-4.0952	7.4858	2.2428	0.6296	0.7093	0.7706	0.8189	0.798	0.9506	0.3739	0.3262	1713.343	1713.343	-6.2663	-4.0952	.	
null	1713.5856	307.2047	0.8927	98.0819	201.8836	-6.2682	132.1262	307.2047	12.4335	0.8927	-4.0937	7.4866	2.2457	0.6743	0.7317	0.7737	0.8207	0.8021	0.9201	0.3971	0.3376	1713.4954	1713.4954	-6.2682	-4.0937	.	
null	1713.738	307.2155	0.8933	101.1056	201.1279	-6.2701	135.3005	307.2155	12.4411	0.8933	-4.0923	7.4874	2.2673	0.686	0.7347	0.7717	0.8155	0.8043	0.9013	0.4022	0.3484	1713.6478	1713.6478	-6.2701	-4.0923	.	
null	1713.8904	307.2264	0.8939	99.9613	202.5283	-6.272	148.1154	307.2264	12.542	0.8939	-4.0908	7.4882	2.315	0.7634	0.7886	0.8353	0.8751	0.8704	0.9334	0.503	0.3464	1713.8002	1713.8002	-6.272	-4.0908	.	
null	1714.0428	307.2373	0.8945	99.2604	202.8257	-6.2739	156.2334	307.2373	12.6889	0.8945	-4.0894	7.489	2.3783	1.3409	1.3474	1.4544	1.5356	1.5433	1.6724	0.7361	0.3352	1713.9526	1713.9526	-6.2739	-4.0894	.	
null	1714.1952	307.2481	0.8951	98.5412	202.6828	-6.2758	154.769	307.2481	12.7083	0.8951	-4.088	7.4898	2.4042	1.6195	1.5887	1.6712	1.7577	1.7806	1.8262	1.1859	0.3314	1714.1049	1714.1049	-6.2758	-4.088	.	
null	1714.3476	307.259	0.8958	98.643	196.4608	-6.2777	145.4964	307.259	12.7263	0.8958	-4.0865	7.4906	2.3944	1.2447	1.1032	1.1299	1.1836	1.2099	1.1741	0.8857	0.3316	1714.2573	1714.2573	-6.2777	-4.0865	.	
null	1714.5	307.2698	0.8964	99.5063	197.6324	-6.2796	143.0297	307.2698	12.7027	0.8964	-4.0851	7.4914	2.3655	1.1049	0.9917	0.9861	1.0347	1.0528	1.0311	0.8458	0.3235	1714.4097	1714.4097	-6.2796	-4.0851	.	
null	1714.6524	307.2806	0.897	99.5063	198.0216	-6.2815	144.518	307.2806	12.6932	0.897	-4.0836	7.4922	2.3392	1.3578	1.2619	1.2973	1.3738	1.4146	1.38	0.7563	0.3217	1714.5621	1714.5621	-6.2815	-4.0836	.	
null	1714.8048	307.2914	0.8976	99.7954	198.514	-6.2834	145.3804	307.2914	12.6826	0.8976	-4.0822	7.493	2.3046	0.8565	0.8045	0.8158	0.8591	0.8823	0.8539	0.5584	0.3306	1714.7145	1714.7145	-6.2834	-4.0822	.	
null	1714.9572	307.3022	0.8982	99.905	199.2666	-6.2853	139.704	307.3022	12.6877	0.8982	-4.0807	7.4938	2.2633	0.6589	0.653	0.6541	0.6842	0.6955	0.6908	0.4	0.3299	1714.8669	1714.8669	-6.2853	-4.0807	.	
null	1715.1096	307.3129	0.8988	100.2892	201.3542	-6.2872	134.2996	307.3129	12.7429	0.8988	-4.0793	7.4946	2.2243	0.6571	0.6753	0.6729	0.6982	0.7038	0.7097	0.3542	0.3247	1715.0192	1715.0192	-6.2872	-4.0793	.	
null	1715.262	307.3237	0.8995	100.8059	201.3542	-6.2891	127.1318	307.3237	12.7656	0.8995	-4.0778	7.4954	2.1977	0.6838	0.7228	0.7263	0.748	0.7453	0.7623	0.3709	0.3235	1715.1716	1715.1716	-6.2891	-4.0778	.	
null	1715.4144	307.3344	0.9001	102.6821	202.5436	-6.291	115.6377	307.3344	12.9101	0.9001	-4.0764	7.4962	2.1888	0.7017	0.7455	0.7636	0.7759	0.7694	0.7963	0.3801	0.3237	1715.324	1715.324	-6.291	-4.0764	.	
